grid_id,latitude,longitude,building_count,yellow_building_count,building_density,yellow_building_density,total_building_density,main_road_density,local_road_density,total_road_density,waterbody,water_percent,empty,usable_area_percent,kirana_potential_index,yellow_building_proportion,local_road_proportion,avg_yellow_building_size,water_percent_log,kirana_potential_index_log,dist_to_nearest_hub,green_cover_ratio,edge_density,structural_complexity,market_activity_index,street_exposure_index,grid_segment,grid_score
16187,28.5199056,76.8422717,14,0,3.25,0.0,3.25,0.21,6.97,7.18,0,0.0,89.57,10.430000000000007,0.0,0.0,0.9707520891364902,0.0,0.0,0.0,16.508650290552215,0.44611875,0.01611875,3.4375,0.0,3.3369603064066853,bad,2.04
16189,28.5199056,76.8463659,32,1,9.21,0.72,9.93,0.35,8.82,9.17,0,0.0,80.9,19.099999999999994,0.07250755287009063,0.030303030303030304,0.9618320610687023,0.0,0.0,0.06999941409835289,16.126379209262872,0.480925,0.0210125,7.249999999999999,0.21969696969696967,6.973282442748091,bad,5.91
16231,28.5199056,76.9323436,0,0,0.0,0.0,0.0,0.0,1.06,1.06,0,0.0,98.94,1.0600000000000023,0.0,0.0,0.0,0.0,0.0,0.0,8.483520206798765,0.979275,0.0045125,2.25,0.0,0.0,bad,1.0
16325,28.5199056,77.1247699,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7086272083876988,0.98989375,0.0045125,2.25,0.0,0.0,bad,1.0
16459,28.5217023,76.9118727,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.103514577395961,0.98989375,0.0045125,2.25,0.0,0.0,bad,1.0
16598,28.5217023,77.196418,3,0,0.16,0.0,0.16,9.2,8.28,17.48,0,0.0,82.36,17.64,0.0,0.0,0.47368421052631576,0.0,0.0,0.0,0.9992969355471751,0.00146875,0.0221875,4.125,0.0,1.9539473684210524,bad,1.05
16861,28.5234989,77.2475952,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6106715608575544,0.0047375,0.00975625,2.5625,0.0,0.0,bad,1.0
16905,28.5252955,76.8504601,0,0,0.13,0.0,0.13,8.48,3.46,11.94,0,0.0,87.93,12.069999999999993,0.0,0.0,0.2897822445561139,0.0,0.0,0.0,15.572576780781391,0.8662125,0.00945625,2.3125,0.0,0.6701214405360134,bad,1.04
16952,28.5252955,76.9466732,1,0,0.04,0.0,0.04,0.0,2.04,2.04,0,0.0,97.92,2.0799999999999983,0.0,0.0,1.0,0.0,0.0,0.0,6.996225939810702,0.96770625,0.0045125,2.375,0.0,2.375,bad,1.01
17185,28.5270921,76.9364378,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.713943724945837,0.98989375,0.0045125,2.25,0.0,0.0,bad,1.0
17379,28.5288887,76.8463659,0,0,0.23,0.0,0.23,0.11,3.01,3.12,0,0.0,96.65,3.3499999999999943,0.0,0.0,0.9647435897435896,0.0,0.0,0.0,15.857465343477907,0.95635625,0.00675,2.4375,0.0,2.3515624999999996,bad,1.07
17441,28.5288887,76.9732854,5,5,0.53,0.0,0.53,0.34,5.17,5.51,0,0.0,93.96,6.040000000000006,0.0,0.5,0.9382940108892922,0.0,0.0,0.0,4.837717009969062,0.40256875,0.013375,2.75,1.375,2.5803085299455537,bad,5.38
17444,28.5288887,76.9794266,0,6,0.0,0.0,0.0,0.35,8.45,8.8,0,0.0,91.2,8.799999999999997,0.0,1.0,0.9602272727272726,0.0,0.0,0.0,4.490547856227473,0.12654375,0.01755625,2.875,2.875,2.7606534090909087,bad,9.81
17655,28.5306854,76.9241553,83,2,32.97,0.41,33.379999999999995,0.98,13.57,14.55,0,0.0,52.07000000000001,47.92999999999999,0.019467783861464173,0.023529411764705882,0.9326460481099657,0.0,0.0,0.019280710593372746,8.587315008570858,0.004925,0.037425,16.875,0.39705882352941174,15.73840206185567,bad,13.16
17810,28.5306854,77.241454,16,1,13.05,1.09,14.14,7.35,5.08,12.43,0,0.0,73.43,26.569999999999993,0.07708628005657708,0.058823529411764705,0.4086886564762671,0.0,0.0,0.07425950643864375,2.503837505251259,0.0020875,0.01995,5.25,0.3088235294117647,2.1456154465004023,bad,7.6
17871,28.532482,76.8791193,0,0,0.0,0.0,0.0,0.0,3.54,3.54,0,0.0,96.46,3.5400000000000063,0.0,0.0,1.0,0.0,0.0,0.0,12.661001949531173,0.95286875,0.0045125,2.375,0.0,2.375,bad,1.0
17903,28.532482,76.9446261,2,0,0.12,0.0,0.12,0.0,4.36,4.36,0,0.0,95.52,4.480000000000004,0.0,0.0,1.0,0.0,0.0,0.0,6.719938615418775,0.9425125,0.0045125,2.4375,0.0,2.4375,bad,1.04
18339,28.5360752,76.8627426,0,0,0.0,0.0,0.0,0.0,0.91,0.91,1,5.41,93.68,0.9099999999999966,0.0,0.0,0.0,0.0,1.8578592709325787,0.0,14.118066510017261,0.9264375,0.006975,2.375,0.0,0.0,bad,1.0
18342,28.5360752,76.8688839,1,0,0.1,0.0,0.1,0.47,5.42,5.89,0,0.0,94.01,5.989999999999995,0.0,0.0,0.9202037351443124,0.0,0.0,0.0,13.532487690117875,0.92718125,0.01389375,2.4375,0.0,2.2429966044142615,bad,1.03
18572,28.5378719,76.8525072,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.058003663452773,0.98989375,0.0045125,2.25,0.0,0.0,bad,1.0
18613,28.5378719,76.9364378,6,2,1.74,0.0,1.74,0.0,3.98,3.98,0,0.0,94.28,5.719999999999999,0.0,0.25,1.0,0.0,0.0,0.0,7.1665014891304475,0.50285,0.0119125,2.5,0.625,2.5,bad,3.47
18814,28.5396685,76.8606955,0,0,0.0,0.0,0.0,0.29,4.16,4.45,0,0.0,95.55,4.450000000000003,0.0,0.0,0.9348314606741573,0.0,0.0,0.0,14.234999923553728,0.94329375,0.01240625,2.25,0.0,2.103370786516854,bad,1.0
19264,28.5414651,77.2946783,35,18,30.44,12.09,42.53,0.0,9.87,9.87,0,0.0,47.6,52.4,1.20755804461634,0.33962264150943394,1.0,0.6716666666666666,0.0,0.7918869474272273,1.1651784425648442,0.01105,0.04019375,10.5,3.5660377358490565,10.5,bad,43.3
